0,0.22411303520202636
1,0.9724678993225098
2,3.1106893539428713
3,3.0564746856689453
4,0.3644618272781372
5,0.2740614414215088
6,0.46893672943115233
7,0.25556800365447996
8,0.2089470863342285
9,0.2975147724151611
10,0.24730219841003417
11,0.2887263298034668
12,0.2269742250442505
13,0.27692742347717286
14,0.28351588249206544
15,0.2140430688858032
16,0.31170151233673093
17,0.4696490287780762
18,0.2394094705581665
19,0.30386643409729003
20,0.23562257289886473
21,0.2353787899017334
22,0.22477893829345702
23,0.3273728847503662
24,0.251976752281189
25,0.24097881317138672
26,0.21825833320617677
27,0.3266607284545898
28,0.22043867111206056
29,0.2732092380523682
